,Hotel Image,Hotel Name,Tipe Properti,City,Address,Hotel Rating,Min,Max,Lattitute,Longitude,Map Link,Hotel Link
343,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2021/09/09/57838ed1-4b17-480e-bfcd-0c6452ca4e52-1631155786250-e0ee644e960778673e621fe8d545ccb7.jpg,Nite & Day Jakarta – Mangga Besar.,Hotel,Taman Sari Jakarta Barat,14. Jl. Raya Mangga Besar No.20. RT.14/RW.9. Maphar. Kec. Taman Sari. Kota Jakarta Barat. Daerah Khusus Ibukota Jakarta 11180,4.1,350000,400000,-6.149651,106.819459,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyB67q8ThLbgVsPCbfRoWQSEusBjpnj8Bus&center=-6.148651,106.819459&zoom=15&size=560x130&maptype=roadmap&markers=|icon:https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/tix-hotel/static/2021/01/04/bdfe4915-e5ba-49b3-af26-d83965625530-1609757621407-783f2d783ff4034d48e4bd9f9ff91bff.png|-6.149651,106.819459",https://www.tiket.com/hotel/indonesia/nite-day-jakarta-mangga-besar-408001628504120933?checkin=2022-10-11&checkout=2022-10-12&room=1&adult=2&soldOut=false
344,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2020/11/06/ea76ea31-9a5d-483d-9cfd-b2027ee42718-1604651423725-476678b181bf8e88be7045dfe1c1f247.jpg,Maxwell Hotel Jakarta,Hotel,Sawah Besar Jakarta Pusat,Jl. Pangeran Jayakarta No. 70,4.1,384426,470000,-6.147289,106.832085,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyB67q8ThLbgVsPCbfRoWQSEusBjpnj8Bus&center=-6.1462889999999994,106.832085&zoom=15&size=560x130&maptype=roadmap&markers=|icon:https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/tix-hotel/static/2021/01/04/bdfe4915-e5ba-49b3-af26-d83965625530-1609757621407-783f2d783ff4034d48e4bd9f9ff91bff.png|-6.147289,106.832085",https://www.tiket.com/hotel/indonesia/maxwell-hotel-jakarta-503001646883948826?checkin=2022-10-11&checkout=2022-10-12&room=1&adult=2&soldOut=false
345,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2020/10/28/082cf5ae-b360-439b-85ca-18278ea7d994-1603888001894-d5f60aaeb6ccecf25f569d08773063a2.jpg,Antoni Hotel,Hotel,Taman Sari Jakarta Barat,Jln. Hayam Wuruk nomor 111 F-G. Jakarta Barat (after suisse bakery Hayam Wuruk),3.6,310000,399000,-6.151041,106.81763,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyB67q8ThLbgVsPCbfRoWQSEusBjpnj8Bus&center=-6.150041,106.81763&zoom=15&size=560x130&maptype=roadmap&markers=|icon:https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/tix-hotel/static/2021/01/04/bdfe4915-e5ba-49b3-af26-d83965625530-1609757621407-783f2d783ff4034d48e4bd9f9ff91bff.png|-6.151041,106.81763",https://www.tiket.com/hotel/indonesia/antoni-hotel-108001534490311342?checkin=2022-10-11&checkout=2022-10-12&room=1&adult=2&soldOut=false
346,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2020/11/01/95e952ab-586c-4df0-bc47-3151d7dcb0c4-1604166616284-57e5c8f180d909b9babfccabbf7bb208.jpg,Bobobox Kota Tua,Capsule Hotel,Taman Sari Jakarta Barat,Kota Tua. RT.7/RW.7. Pinangsia. Taman Sari. West Jakarta City. Jakarta 11110,4.4,213800,213800,-6.134111,106.8131,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyB67q8ThLbgVsPCbfRoWQSEusBjpnj8Bus&center=-6.1331109999999995,106.8131&zoom=15&size=560x130&maptype=roadmap&markers=|icon:https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/tix-hotel/static/2021/01/04/bdfe4915-e5ba-49b3-af26-d83965625530-1609757621407-783f2d783ff4034d48e4bd9f9ff91bff.png|-6.134111,106.8131",https://www.tiket.com/hotel/indonesia/bobobox-kota-tua-501001643594437511?checkin=2022-10-11&checkout=2022-10-12&room=1&adult=2&soldOut=false
347,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2020/10/28/f6d5d5c8-3e9e-4627-b125-e654a7f99470-1603894194860-f6bf582df27db4d8a2fa014914dd2d82.jpg,Hotel Pinangsia,Hotel,Taman Sari Jakarta Barat,"Pinangsia Street 1 number 55 Kota 
Area Pinangsia .sub -districk Taman sari 
Districk Jakarta Barat
Provice Dki Jakarta 11110 
Indonesia",3.1,165000,205000,-6.14004,106.816885,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyB67q8ThLbgVsPCbfRoWQSEusBjpnj8Bus&center=-6.13904,106.816885&zoom=15&size=560x130&maptype=roadmap&markers=|icon:https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/tix-hotel/static/2021/01/04/bdfe4915-e5ba-49b3-af26-d83965625530-1609757621407-783f2d783ff4034d48e4bd9f9ff91bff.png|-6.14004,106.816885",https://www.tiket.com/hotel/indonesia/hotel-pinangsia-108001534490315097?checkin=2022-10-11&checkout=2022-10-12&room=1&adult=2&soldOut=false
348,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2020/10/28/1b55e965-b272-4f0c-b4f3-295d0bdb45dc-1603903140454-64e91a299a8b06e09bf517ce2c3545ab.jpg,Best Inn Hotel Jakarta,Guest House,Gambir Jakarta Pusat,Jl. Hayam Wuruk No.1RQ-1RR. RT.7/RW.2. Kb. Klp.. Gambir. Kota Jakarta Pusat. Daerah Khusus Ibukota Jakarta. Indonesia,3.7,205000,250000,-6.1659,106.821246,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyB67q8ThLbgVsPCbfRoWQSEusBjpnj8Bus&center=-6.164899999999999,106.821246&zoom=15&size=560x130&maptype=roadmap&markers=|icon:https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/tix-hotel/static/2021/01/04/bdfe4915-e5ba-49b3-af26-d83965625530-1609757621407-783f2d783ff4034d48e4bd9f9ff91bff.png|-6.1659,106.821246",https://www.tiket.com/hotel/indonesia/best-inn-hotel-jakarta-108001534490334558?checkin=2022-10-11&checkout=2022-10-12&room=1&adult=2&soldOut=false
349,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2020/10/31/9aefdc5b-2fc4-4d11-aafa-925e872685e4-1604150610187-d580cbbb7e95905943ab75a322e0e8a2.jpg,RedDoorz near Hayam Wuruk,Guest House,Taman Sari Jakarta Barat,Jl. Kebon Jeruk XV No.15. RT.7/RW.8. Maphar. Tamansari. Kota Jakarta Barat. Daerah Khusus Ibukota Jakarta 11150. Indonesia,3.1,110500,165750,-6.153503,106.819952,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyB67q8ThLbgVsPCbfRoWQSEusBjpnj8Bus&center=-6.152502999999999,106.819952&zoom=15&size=560x130&maptype=roadmap&markers=|icon:https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/tix-hotel/static/2021/01/04/bdfe4915-e5ba-49b3-af26-d83965625530-1609757621407-783f2d783ff4034d48e4bd9f9ff91bff.png|-6.153503,106.819952",https://www.tiket.com/hotel/indonesia/reddooorz-near-hayam-wuruk-109001537352172899?checkin=2022-10-11&checkout=2022-10-12&room=1&adult=2&soldOut=false
350,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2020/10/31/6144cf6f-5aaf-4ed6-a0d8-e7d233934a2b-1604151942404-15109af503b5eb8c6cc135cd89be8197.jpg,OYO 2230 Ava Guest House Near Rumah Sakit Umum Daerah Pademangan,Hotel,Mangga Dua Jakarta Pusat,Jl. R E Martadinata. RT.1/RW.11. West Pademangan. Pademangan. Jakarta,2.3,113694,122224,-6.13165,106.838945,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyB67q8ThLbgVsPCbfRoWQSEusBjpnj8Bus&center=-6.130649999999999,106.838945&zoom=15&size=560x130&maptype=roadmap&markers=|icon:https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/tix-hotel/static/2021/01/04/bdfe4915-e5ba-49b3-af26-d83965625530-1609757621407-783f2d783ff4034d48e4bd9f9ff91bff.png|-6.13165,106.838945",https://www.tiket.com/hotel/indonesia/oyo-2230-ava-guest-house-212001576139408533?checkin=2022-10-11&checkout=2022-10-12&room=1&adult=2&soldOut=false
351,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2020/10/31/85e14229-d5b6-4365-a396-c0680bfcf518-1604132456245-d99ce2b112557996fa4fb49f1240a71e.jpg,Shakti Capsule Hotel Jakarta,Capsule Hotel,Gambir Jakarta Pusat,Jl. Batu Tulis Raya No.8. RT.3/RW.2. Kb. Klp.. Kecamatan Gambir. Kota Jakarta Pusat. Daerah Khusus Ibukota Jakarta 10120. Indonesia,4.1,165000,165000,-6.16347,106.822,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyB67q8ThLbgVsPCbfRoWQSEusBjpnj8Bus&center=-6.16247,106.822&zoom=15&size=560x130&maptype=roadmap&markers=|icon:https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/tix-hotel/static/2021/01/04/bdfe4915-e5ba-49b3-af26-d83965625530-1609757621407-783f2d783ff4034d48e4bd9f9ff91bff.png|-6.16347,106.822",https://www.tiket.com/hotel/indonesia/shakti-capsule-hotel-jakarta-206001560504470155?checkin=2022-10-11&checkout=2022-10-12&room=1&adult=2&soldOut=false
352,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2021/09/21/167503f4-0449-433f-a8ba-727d7c8f9608-1632201322226-070717ee8e6c9368fc96fd3bbeb5d0a4.jpg,Rumahku Hayam Wuruk RedPartner,Hotel,Gambir Jakarta Pusat,Airy Eco Hayam Wuruk Batu Tulis Raya 52D Jakarta. Jalan Batu Tulis Raya. RT.9/RW.3. Kebon Kelapa. Central Jakarta City. Jakarta. Indonesia,3.9,162000,240000,-6.163035,106.826206,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyB67q8ThLbgVsPCbfRoWQSEusBjpnj8Bus&center=-6.1620349999999995,106.826206&zoom=15&size=560x130&maptype=roadmap&markers=|icon:https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/tix-hotel/static/2021/01/04/bdfe4915-e5ba-49b3-af26-d83965625530-1609757621407-783f2d783ff4034d48e4bd9f9ff91bff.png|-6.163035,106.826206",https://www.tiket.com/hotel/indonesia/rumahku-hayam-wuruk-redpartner-411001638252819922?checkin=2022-10-11&checkout=2022-10-12&room=1&adult=2&soldOut=false
353,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2021/03/12/6fd0ce6d-9840-40de-86b1-4d7eede27faf-1615544714624-f121d815133465122860723ba22a89df.jpg,RedDoorz Plus near Jakarta Kota Station,Hotel,Taman Sari Jakarta Barat,Jl. Pintu Besar Selatan No.42. RT.3/RW.1. Pinangsia. Kec. Taman Sari. Kota Jakarta Barat. Daerah Khusus Ibukota Jakarta 11110. Indonesia,3.5,144500,195500,-6.141183,106.814809,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyB67q8ThLbgVsPCbfRoWQSEusBjpnj8Bus&center=-6.1401829999999995,106.814809&zoom=15&size=560x130&maptype=roadmap&markers=|icon:https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/tix-hotel/static/2021/01/04/bdfe4915-e5ba-49b3-af26-d83965625530-1609757621407-783f2d783ff4034d48e4bd9f9ff91bff.png|-6.141183,106.814809",https://www.tiket.com/hotel/indonesia/reddoorz-plus-near-jakarta-kota-station-407001626925822594?checkin=2022-10-11&checkout=2022-10-12&room=1&adult=2&soldOut=false
354,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2020/11/01/24a28f48-e5c3-4873-99cf-657baf17a54e-1604171387705-99b9ccc2ddae3c7a73aaf8c10fed1c5b.jpg,OYO 281 Hotelo,Hotel,Taman Sari Jakarta Barat,Jl. Mangga Dua Raya No.57. RT.6/RW.4. Kota Tua. Pinangsia. Kebon Jeruk. Kota Jakarta Barat. Daerah Khusus Ibukota Jakarta 11110. Indonesia. Jakarta,3.8,188448,254765,-6.1369732,106.8196703,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyB67q8ThLbgVsPCbfRoWQSEusBjpnj8Bus&center=-6.1359732,106.8196703&zoom=15&size=560x130&maptype=roadmap&markers=|icon:https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/tix-hotel/static/2021/01/04/bdfe4915-e5ba-49b3-af26-d83965625530-1609757621407-783f2d783ff4034d48e4bd9f9ff91bff.png|-6.1369732,106.8196703",https://www.tiket.com/hotel/indonesia/oyo-281-hotelo-202001549517232657?checkin=2022-10-11&checkout=2022-10-12&room=1&adult=2&soldOut=false
355,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2021/10/23/5ef75c18-c939-4916-87c9-cb81ec7337a0-1634999483473-14658422264678db6e656bc241f9b39f.jpg,Apatel Metro Sunter 185,Apartment Privat,Tanjung Priok Jakarta Utara,,4.0,355000,355000,-6.1343536376953125,106.87211608886719,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyB67q8ThLbgVsPCbfRoWQSEusBjpnj8Bus&center=-6.133353637695312,106.87211608886719&zoom=15&size=560x130&maptype=roadmap&markers=|icon:https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/tix-hotel/static/2021/01/04/bdfe4915-e5ba-49b3-af26-d83965625530-1609757621407-783f2d783ff4034d48e4bd9f9ff91bff.png|-6.1343536376953125,106.87211608886719",https://www.tiket.com/hotel/indonesia/apatel-metro-sunter-185-212001576265018237?checkin=2022-10-11&checkout=2022-10-12&room=1&adult=2&soldOut=false
356,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2020/10/03/ecd9274e-246a-4487-8e69-44987451744a-1601727575875-322f8f86f26726f0ced879186acff5cd.jpg,Hotel DeQur Jakarta Kota,Hotel,Tambora Jakarta Barat,Jl. Kali Besar Barat No.27. RT.7/RW.3. Roa Malaka. Tambora. Kota Jakarta Barat. Daerah Khusus Ibukota Jakarta 11230. Indonesia,3.2,171000,171000,-6.134827,106.8108381,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyB67q8ThLbgVsPCbfRoWQSEusBjpnj8Bus&center=-6.133826999999999,106.8108381&zoom=15&size=560x130&maptype=roadmap&markers=|icon:https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/tix-hotel/static/2021/01/04/bdfe4915-e5ba-49b3-af26-d83965625530-1609757621407-783f2d783ff4034d48e4bd9f9ff91bff.png|-6.134827,106.8108381",https://www.tiket.com/hotel/indonesia/hotel-dequr-jakarta-kota-108001534490367848?checkin=2022-10-11&checkout=2022-10-12&room=1&adult=2&soldOut=false
357,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2020/10/28/f4f28620-0112-4851-a063-212d2f1c2922-1603897346952-49b93192a3d6bc9ed505b095df433012.jpg,Plaza Hotel Glodok,Hotel,Taman Sari Jakarta Barat,Glodok Plaza Lot 3. Jl. Pinangsia Raya No. 1 11180. Mangga Dua. Jakarta,3.7,250000,349999,-6.142081,106.815953,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyB67q8ThLbgVsPCbfRoWQSEusBjpnj8Bus&center=-6.141081,106.815953&zoom=15&size=560x130&maptype=roadmap&markers=|icon:https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/tix-hotel/static/2021/01/04/bdfe4915-e5ba-49b3-af26-d83965625530-1609757621407-783f2d783ff4034d48e4bd9f9ff91bff.png|-6.142081,106.815953",https://www.tiket.com/hotel/indonesia/plaza-hotel-glodok-108001534490328875?checkin=2022-10-11&checkout=2022-10-12&room=1&adult=2&soldOut=false
358,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2020/10/31/135e23da-1d59-4faa-8502-dda15bde4567-1604131999698-630673126bdb65bbf185231d368e2bf1.jpg,OYO 136 Manggis Inn Near RSU Kecamatan Taman Sari,Hotel,Taman Sari Jakarta Barat,Jl. Brustru No.44. RT.1/RW.6. Kota Tua. Mangga Besar. Tamansari. Kota Jakarta Barat. DKI Jakarta 11180,3.7,139862,166378,-6.141019,106.820255,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyB67q8ThLbgVsPCbfRoWQSEusBjpnj8Bus&center=-6.140019,106.820255&zoom=15&size=560x130&maptype=roadmap&markers=|icon:https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/tix-hotel/static/2021/01/04/bdfe4915-e5ba-49b3-af26-d83965625530-1609757621407-783f2d783ff4034d48e4bd9f9ff91bff.png|-6.141019,106.820255",https://www.tiket.com/hotel/indonesia/oyo-136-manggis-inn-110001539622810032?checkin=2022-10-11&checkout=2022-10-12&room=1&adult=2&soldOut=false
359,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2020/10/28/ad016027-9ecc-499d-895f-635003be66d9-1603878559637-6ada9ca11abb66ac20b166c5254a55ca.jpg,Rovi Boutique Hotel,Hotel,Taman Sari Jakarta Barat,Jalan Hayam Wuruk Raya No.79B Jakarta - Indonesia,3.3,206670,223270,-6.156075,106.818529,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyB67q8ThLbgVsPCbfRoWQSEusBjpnj8Bus&center=-6.155075,106.818529&zoom=15&size=560x130&maptype=roadmap&markers=|icon:https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/tix-hotel/static/2021/01/04/bdfe4915-e5ba-49b3-af26-d83965625530-1609757621407-783f2d783ff4034d48e4bd9f9ff91bff.png|-6.156075,106.818529",https://www.tiket.com/hotel/indonesia/rovi-boutique-hotel-108001534490288335?checkin=2022-10-11&checkout=2022-10-12&room=1&adult=2&soldOut=false
360,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2020/11/18/86a95b73-7205-4376-a052-4faf28c0051c-1605691282003-a259ef48df9cd7eef99ecbf5742b1773.jpg,RedDoorz Plus near Hayam Wuruk 2,Guest House,Taman Sari Jakarta Barat,Jl. Hayam Wuruk No.78P. RT.9/RW.5. Maphar. Kec. Taman Sari. Kota Jakarta Barat. Daerah Khusus Ibukota Jakarta,4.1,136139,209738,-6.155728,106.818855,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyB67q8ThLbgVsPCbfRoWQSEusBjpnj8Bus&center=-6.1547279999999995,106.818855&zoom=15&size=560x130&maptype=roadmap&markers=|icon:https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/tix-hotel/static/2021/01/04/bdfe4915-e5ba-49b3-af26-d83965625530-1609757621407-783f2d783ff4034d48e4bd9f9ff91bff.png|-6.155728,106.818855",https://www.tiket.com/hotel/indonesia/reddoorz-plus-near-hayam-wuruk-2-208001565255846932?checkin=2022-10-11&checkout=2022-10-12&room=1&adult=2&soldOut=false
361,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2021/03/12/06b3c4ed-63b7-4b34-93ee-e9783a8a050c-1615538146390-3aa6c10cd9012e737e529ef9b97176dd.jpg,RedDoorz Plus @ Danau Sunter Utara,Hotel,Tanjung Priok Jakarta Utara,Jl Danau Sunter Utara No 57. Jakarta Utara,3.1,211901,378209,-6.139366,106.859646,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyB67q8ThLbgVsPCbfRoWQSEusBjpnj8Bus&center=-6.1383659999999995,106.859646&zoom=15&size=560x130&maptype=roadmap&markers=|icon:https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/tix-hotel/static/2021/01/04/bdfe4915-e5ba-49b3-af26-d83965625530-1609757621407-783f2d783ff4034d48e4bd9f9ff91bff.png|-6.139366,106.859646",https://www.tiket.com/hotel/indonesia/reddoorz-plus-danau-sunter-utara-108001534490354259?checkin=2022-10-11&checkout=2022-10-12&room=1&adult=2&soldOut=false
362,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2021/06/18/ae528bf7-e87a-4896-968c-770c36cbeb3a-1624001713768-cf14d5585bbd1cf96d30af176cbc456e.jpg,Coins Hotel by Ruang Nyaman,Hotel,Tanjung Priok Jakarta Utara,Jalan Sunter Agung Utara Raya Blok A No. 5B. Jl. Ancol Selatan I No.10. RT.2/RW.18. Sunter Agung. Tj. Priok. Kota Jkt Utara. Daerah Khusus Ibukota Jakarta,4.4,311117,663664,-6.138418,106.862982,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyB67q8ThLbgVsPCbfRoWQSEusBjpnj8Bus&center=-6.137417999999999,106.862982&zoom=15&size=560x130&maptype=roadmap&markers=|icon:https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/tix-hotel/static/2021/01/04/bdfe4915-e5ba-49b3-af26-d83965625530-1609757621407-783f2d783ff4034d48e4bd9f9ff91bff.png|-6.138418,106.862982",https://www.tiket.com/hotel/indonesia/coins-hotel-by-ruang-nyaman-412001638769627131?checkin=2022-10-11&checkout=2022-10-12&room=1&adult=2&soldOut=false
363,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2021/08/02/ef8974a0-fdbe-4f3f-919e-f5834a8efbca-1627874721066-d36cdf3375638605187444fd570459c0.jpg,Titi Guest House,Guest House,Mangga Besar Jakarta Barat,Jalan Mangga Besar Raya No. 25,4.3,149000,149000,-6.149186,106.819668,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyB67q8ThLbgVsPCbfRoWQSEusBjpnj8Bus&center=-6.148186,106.819668&zoom=15&size=560x130&maptype=roadmap&markers=|icon:https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/tix-hotel/static/2021/01/04/bdfe4915-e5ba-49b3-af26-d83965625530-1609757621407-783f2d783ff4034d48e4bd9f9ff91bff.png|-6.149186,106.819668",https://www.tiket.com/hotel/indonesia/titi-guest-house-408001627875027557?checkin=2022-10-11&checkout=2022-10-12&room=1&adult=2&soldOut=false
364,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2020/10/28/c1647c25-b64e-4ac6-9dad-2257ee441980-1603895313044-5e558401b72032f625f5feaad0e020d8.jpg,Plaza Hotel Harco Mangga Dua,Hotel,Sawah Besar Jakarta Pusat,<p>Jalan Mangga Dua Raya. Harco Mangga Dua Blok N 22-24 Jakarta</p>,3.5,180000,180000,-6.137791,106.827772,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyB67q8ThLbgVsPCbfRoWQSEusBjpnj8Bus&center=-6.136791,106.827772&zoom=15&size=560x130&maptype=roadmap&markers=|icon:https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/tix-hotel/static/2021/01/04/bdfe4915-e5ba-49b3-af26-d83965625530-1609757621407-783f2d783ff4034d48e4bd9f9ff91bff.png|-6.137791,106.827772",https://www.tiket.com/hotel/indonesia/plaza-hotel-harco-mangga-dua-108001534490323772?checkin=2022-10-11&checkout=2022-10-12&room=1&adult=2&soldOut=false
365,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2021/03/09/31a4a6c5-cf54-42fb-8f58-b597a9c2f618-1615263911752-2ef6b16f8b2fdf1da546daee172c774f.jpg,OYO 122 Oekude Kost,Hotel,Gunung Sahari Utara Jakarta Pusat,010. Jl. Industri 6 No.2A. RT.11/RW.1. Gn. Sahari Utara. Jakarta,3.9,139034,157667,-6.144864,106.835308,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyB67q8ThLbgVsPCbfRoWQSEusBjpnj8Bus&center=-6.143864,106.835308&zoom=15&size=560x130&maptype=roadmap&markers=|icon:https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/tix-hotel/static/2021/01/04/bdfe4915-e5ba-49b3-af26-d83965625530-1609757621407-783f2d783ff4034d48e4bd9f9ff91bff.png|-6.144864,106.835308",https://www.tiket.com/hotel/indonesia/oyo-122-oekude-kost-403001615264382806?checkin=2022-10-11&checkout=2022-10-12&room=1&adult=2&soldOut=false
366,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2022/06/09/8676fd63-d4c7-43b3-9071-f4b901022070-1654748191718-cc2078f1a1d1d57c83595eb37c792de5.jpg,RedDoorz Plus near Dunia Fantasi Ancol,Hotel,Pademangan Jakarta Utara,Jl. R E Martadinata No.2. RT.1/RW.11. Pademangan Barat. Kec. Pademangan. Jakarta Utara. DKI Jakarta. Indonesia,4.3,220899,383830,-6.130589,106.832398,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyB67q8ThLbgVsPCbfRoWQSEusBjpnj8Bus&center=-6.129588999999999,106.832398&zoom=15&size=560x130&maptype=roadmap&markers=|icon:https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/tix-hotel/static/2021/01/04/bdfe4915-e5ba-49b3-af26-d83965625530-1609757621407-783f2d783ff4034d48e4bd9f9ff91bff.png|-6.130589,106.832398",https://www.tiket.com/hotel/indonesia/reddoorz-plus-near-dunia-fantasi-ancol-206001560509901430?checkin=2022-10-11&checkout=2022-10-12&room=1&adult=2&soldOut=false
